0.100000	-3167965.405978
0.110000	-4873856.136060
0.120000	771403.635289
0.130000	-3163465.884633
0.140000	-2242183.652588
0.150000	-35958.071090
0.160000	-2157137.024450
0.170000	-202559.956992
0.180000	-1448942.414956
0.190000	-1113597.795770
0.200000	7958627.467653
0.210000	9130986.019682
0.220000	9831287.090331
0.230000	5375282.402082
0.240000	11837547.020028
0.250000	16202496.011065
0.260000	20293978.213769
0.270000	21755084.163610
0.280000	31514214.239839
0.290000	31893316.616560
0.300000	34071274.544555
0.310000	48372039.976923
0.320000	46092234.679806
0.330000	54806620.437906
0.340000	58036325.697169
0.350000	-4329424.254485
0.360000	61979916.736474
0.370000	61136867.648483
0.380000	72265280.634973
0.390000	71760712.597859
0.400000	77497541.438684
0.410000	76520733.737778
0.420000	78761591.242989
0.430000	79486742.581403
0.440000	-1174576.896629
0.450000	77687613.407398
0.460000	81307392.433090
0.470000	87263610.513022
0.480000	83797272.706993
0.490000	79505921.922709
0.500000	86390021.594104
0.510000	87719598.264031
0.520000	81911492.807774
0.530000	84149568.453484
0.540000	84698860.304932
0.550000	81271891.620974
0.560000	81105560.294637
0.570000	86414616.231693
0.580000	79178611.689647
0.590000	82167556.532896
0.600000	76421084.344272
0.610000	81422443.696959
0.620000	79926575.546900
0.630000	72069412.565736
0.640000	72873001.863370
0.650000	73907973.140730
0.660000	70252461.071120
0.670000	67342999.357083
0.680000	65811454.031318
0.690000	67963968.679121
0.700000	-7621000.143205
0.710000	64347490.594261
0.720000	63022634.521723
0.730000	60950168.659370
0.740000	62871915.028294
0.750000	60610314.188037
0.760000	59917851.066526
0.770000	50707855.959458
0.780000	50799962.507301
0.790000	53573940.618318
0.800000	53946110.895081
0.810000	49085864.975230
0.820000	53773153.669741
0.830000	54308859.633816
0.840000	3997924.006548
0.850000	49888734.613522
0.860000	48776187.398634
0.870000	41540331.015089
0.880000	42690576.591980
0.890000	43372231.990234
0.900000	44429363.433228
0.910000	42707464.537002
0.920000	44610562.571290
0.930000	43228623.123311
0.940000	38191471.894563
0.950000	43096750.333810
0.960000	40498906.791842
0.970000	36072940.922018
0.980000	34137135.520105
0.990000	30939439.570728
1.000000	36890895.825765
1.010000	37153054.307000
1.020000	34822009.555372
1.030000	33171836.022301
1.040000	30549503.435735
1.050000	27585517.042993
1.060000	30468095.160143
1.070000	27728401.437434
1.080000	31708061.883654
1.090000	26915560.834743
1.100000	26596461.610439
1.110000	27891472.703238
1.120000	29692064.360621
1.130000	23475303.654834
1.140000	23568873.450944
1.150000	16390728.534367
1.160000	27720971.093474
1.170000	23790978.066779
1.180000	23939189.082422
1.190000	17120424.474886
1.200000	19807906.388189
1.210000	24621622.084973
1.220000	20569773.108884
1.230000	17859589.609999
1.240000	17826551.245008
1.250000	16903049.519968
1.260000	24124243.788730
1.270000	19135421.899705
1.280000	379006.727870
1.290000	15604126.258630
1.300000	3084087.801999
1.310000	19931168.029269
1.320000	12140413.323526
1.330000	15236626.152773
1.340000	11715182.135510
1.350000	19417213.743063
1.360000	14682430.533587
1.370000	16704901.467524
1.380000	18656443.634279
1.390000	14941605.053392
1.400000	20071701.361883
1.410000	10735090.521334
1.420000	11798509.403715
1.430000	14130690.603092
1.440000	6756381.503298
1.450000	235738.583536
1.460000	9525766.882772
1.470000	14065457.424651
1.480000	14127852.457691
1.490000	12143260.062453
1.500000	10765393.566407
1.510000	11241042.076421
1.520000	14360422.699296
1.530000	14611579.858167
1.540000	12950006.261309
1.550000	10617899.670902
1.560000	10111530.082825
1.570000	17398479.912376
1.580000	13963333.128792
1.590000	10893187.372117
1.600000	4472708.888417
1.610000	7763863.255561
1.620000	1440772.608726
1.630000	10407249.552756
1.640000	9244720.414938
1.650000	17746283.224305
1.660000	2819416.274358
1.670000	6287979.281677
1.680000	8007772.690583
1.690000	8371805.456779
1.700000	12835143.407448
1.710000	10435474.363906
1.720000	6919971.004875
1.730000	7144976.577407
1.740000	6220383.464150
1.750000	6452353.785258
1.760000	9388511.091334
1.770000	11346099.145049
1.780000	6413914.225631
1.790000	10306251.213458
1.800000	2149550.877766
1.810000	855322.559192
1.820000	9825083.884436
1.830000	8476311.072608
1.840000	733839.320456
1.850000	4625958.613677
1.860000	185588.544331
1.870000	7153895.207712
1.880000	1580445.176401
1.890000	10451279.854965
1.900000	8206592.847416
1.910000	6177549.633394
1.920000	7791500.336374
1.930000	8651594.033848
1.940000	5191700.787858
1.950000	1501704.521260
1.960000	5230673.873520
1.970000	8118112.991212
1.980000	5096638.653477
1.990000	4511056.857247
2.000000	8790515.219982
2.010000	1487306.555870
2.020000	3540478.196089
2.030000	-793889.260395
2.040000	1634422.943341
2.050000	7908010.645945
2.060000	774711.944863
2.070000	6368976.221666
2.080000	3237474.518056
2.090000	1658574.926361
2.100000	7128651.603292
2.110000	7026095.080183
2.120000	3744709.997225
2.130000	3167020.931116
2.140000	7104457.786985
2.150000	634303.543148
2.160000	-1738077.091677
2.170000	5742725.728284
2.180000	2018596.936888
2.190000	3972324.477374
2.200000	1724995.989062
2.210000	1762432.110276
2.220000	7468931.378755
2.230000	4752483.546761
2.240000	2386682.419479
2.250000	1712279.483056
2.260000	3188807.901248
2.270000	68391.358985
2.280000	-1319031.458165
2.290000	2048504.049573
2.300000	2653612.106921
2.310000	1912179.983491
2.320000	7430671.197110
2.330000	2790563.195771
2.340000	326873.855359
2.350000	5685488.945708
2.360000	1094709.383328
2.370000	6745285.172838
2.380000	8811462.683356
2.390000	3357959.786977
2.400000	-380532.513590
2.410000	7401056.655278
2.420000	9994400.550946
2.430000	5191018.828153
2.440000	1827075.798564
2.450000	1984818.885129
2.460000	14217.781306
2.470000	-476985.970268
2.480000	6159300.917078
2.490000	1668840.291693
2.500000	1571822.267068
2.510000	5918133.482529
2.520000	6421022.296318
2.530000	-6422675.444317
2.540000	-6591159.184323
2.550000	1822900.436695
2.560000	6952155.348131
2.570000	-1003370.257078
2.580000	3216307.599113
2.590000	-2503176.643853
2.600000	831709.191521
2.610000	-973098.114330
2.620000	6514076.290742
2.630000	-357071.756848
2.640000	4181977.492614
2.650000	-4133376.314401
2.660000	-1561111.609340
2.670000	-180980.951539
2.680000	2177985.328874
2.690000	7071672.657570
2.700000	4876634.523561
2.710000	4962988.186511
2.720000	3365938.087949
2.730000	1170351.043933
